                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.70556,                 0.6282,                 1.1133,                0.86969,                0.68922,                0.79865,                0.53466,                 1.1128,                 1.0936,                 1.5238,               0.001469,               0.001469,               0.001469
                     14,                  0.719,                0.63341,                 1.1078,                0.75566,                0.72972,                0.74638,                0.46182,                 1.2446,                 1.2305,                 1.5912,              0.0014525,              0.0014525,              0.0014525
                     15,                0.70212,                 0.6347,                 1.1113,                0.83622,                0.69439,                0.74527,                0.52352,                 1.0793,                  1.087,                  1.416,               0.001436,               0.001436,               0.001436
                     16,                0.68704,                0.61482,                 1.0708,                 0.8639,                0.66604,                0.76299,                0.53815,                 1.1498,                 1.1138,                 1.4577,              0.0014195,              0.0014195,              0.0014195
                     17,                0.69546,                0.62664,                 1.0883,                0.80528,                0.59657,                0.67844,                0.46904,                 1.1877,                 1.1725,                 1.4785,              0.0014029,              0.0014029,              0.0014029
                     18,                 0.6947,                0.64106,                 1.1018,                0.83756,                0.73817,                0.81261,                0.57331,                 1.0256,                0.88624,                 1.4076,              0.0013864,              0.0013864,              0.0013864
                     19,                0.67293,                0.60655,                 1.0686,                0.82151,                0.71044,                0.76436,                0.52855,                 1.1049,                 1.0373,                 1.4408,              0.0013699,              0.0013699,              0.0013699
                     20,                0.69144,                0.59544,                 1.0808,                0.82846,                0.73564,                 0.7755,                0.54917,                  1.074,                 0.8957,                 1.4525,              0.0013534,              0.0013534,              0.0013534
                     21,                0.67438,                0.58951,                 1.0787,                0.87339,                0.71677,                0.80551,                0.56644,                 1.0657,                0.84776,                 1.4825,              0.0013369,              0.0013369,              0.0013369
                     22,                0.68806,                0.59646,                 1.0958,                0.90285,                0.68516,                0.78853,                0.55627,                 1.0897,                 0.9018,                 1.4723,              0.0013204,              0.0013204,              0.0013204
                     23,                0.66479,                0.56995,                 1.0773,                0.77759,                0.75995,                0.78074,                0.54146,                 1.1125,                0.96673,                 1.5003,              0.0013039,              0.0013039,              0.0013039
                     24,                0.66742,                0.59424,                 1.0824,                0.77414,                0.66671,                0.73437,                0.53262,                 1.0236,                 1.0276,                   1.34,              0.0012874,              0.0012874,              0.0012874
                     25,                0.68269,                0.58023,                  1.073,                0.82474,                0.69838,                0.77081,                0.56932,                 1.0087,                0.92722,                 1.3651,              0.0012709,              0.0012709,              0.0012709
                     26,                0.64312,                0.56517,                  1.044,                0.86176,                0.71048,                0.78996,                0.58854,                0.95688,                 0.8481,                  1.336,              0.0012544,              0.0012544,              0.0012544
                     27,                0.64383,                0.55325,                  1.056,                0.79583,                 0.7309,                0.78505,                0.56788,                 1.0586,                0.93474,                 1.4277,              0.0012379,              0.0012379,              0.0012379
                     28,                0.67054,                0.56559,                 1.0703,                0.81074,                0.75047,                0.80209,                0.58844,                0.99952,                0.84323,                 1.3373,              0.0012214,              0.0012214,              0.0012214
                     29,                0.65152,                0.56066,                 1.0532,                0.84867,                0.75282,                0.81573,                0.58878,                0.99644,                0.82705,                 1.4012,              0.0012049,              0.0012049,              0.0012049
                     30,                0.63545,                 0.5435,                 1.0584,                0.82303,                0.76217,                0.79398,                0.57504,                 1.0047,                0.85164,                 1.4439,              0.0011884,              0.0011884,              0.0011884
                     31,                0.63515,                0.55083,                 1.0718,                0.81406,                0.77408,                0.81656,                0.58878,                 1.0107,                0.87578,                 1.3857,              0.0011719,              0.0011719,              0.0011719
                     32,                0.63715,                0.54387,                   1.07,                0.86183,                0.74058,                0.81978,                0.60163,                0.92898,                0.79086,                 1.3476,              0.0011554,              0.0011554,              0.0011554
                     33,                0.64884,                0.53774,                 1.0621,                0.82085,                0.77507,                0.82315,                0.58609,                 1.0626,                0.92054,                 1.4236,              0.0011389,              0.0011389,              0.0011389
                     34,                 0.6325,                0.55007,                 1.0528,                0.80516,                0.78792,                 0.8282,                0.61023,                0.97993,                0.82229,                 1.3786,              0.0011224,              0.0011224,              0.0011224
                     35,                0.64806,                 0.5529,                 1.0618,                0.84846,                0.73987,                 0.8141,                0.60157,                 0.9411,                0.78822,                 1.3155,              0.0011059,              0.0011059,              0.0011059
                     36,                0.63382,                0.57304,                 1.0575,                0.83263,                0.75215,                0.80814,                0.60193,                 0.9276,                0.77522,                 1.3274,              0.0010894,              0.0010894,              0.0010894
                     37,                0.63827,                0.54927,                 1.0555,                0.86026,                0.70709,                0.80949,                0.58637,                 1.0233,                0.86371,                 1.3832,              0.0010729,              0.0010729,              0.0010729
                     38,                0.62267,                0.52577,                  1.051,                0.80829,                0.75098,                0.79657,                0.58241,                 0.9606,                0.88477,                 1.3293,              0.0010564,              0.0010564,              0.0010564
                     39,                0.59901,                0.50363,                 1.0332,                0.83589,                0.72001,                 0.7814,                0.57327,                0.95924,                0.88823,                 1.3283,              0.0010399,              0.0010399,              0.0010399
                     40,                0.59403,                0.49871,                 1.0169,                0.83655,                0.74725,                0.80888,                0.59186,                0.92648,                0.78061,                 1.3271,              0.0010234,              0.0010234,              0.0010234
                     41,                0.59726,                0.50394,                 1.0347,                0.85274,                0.73639,                0.79885,                0.57907,                0.95855,                0.84811,                 1.3038,              0.0010069,              0.0010069,              0.0010069
                     42,                0.61675,                0.50831,                 1.0373,                0.91376,                0.71548,                0.80707,                0.58712,                0.97108,                 0.8799,                 1.3164,             0.00099036,             0.00099036,             0.00099036
                     43,                0.60729,                0.49094,                 1.0337,                0.88327,                 0.7425,                0.80203,                0.58676,                0.99401,                0.88293,                 1.3768,             0.00097386,             0.00097386,             0.00097386
                     44,                0.60333,                0.50802,                 1.0471,                0.86905,                0.70922,                0.77754,                0.57827,                 0.9914,                0.87724,                 1.3662,             0.00095736,             0.00095736,             0.00095736
                     45,                0.60983,                0.50415,                 1.0413,                0.83857,                0.71253,                 0.7987,                0.56811,                0.99449,                0.86532,                  1.339,             0.00094085,             0.00094085,             0.00094085
                     46,                 0.5808,                0.48029,                 1.0173,                 0.8497,                0.77416,                0.81947,                0.60561,                0.98136,                0.81949,                 1.3272,             0.00092435,             0.00092435,             0.00092435
                     47,                0.56776,                0.48645,                 1.0095,                0.86796,                0.78513,                0.83802,                0.61768,                0.95073,                0.76281,                 1.3315,             0.00090785,             0.00090785,             0.00090785
                     48,                0.56481,                0.46294,                 1.0108,                0.81942,                0.80167,                0.82634,                0.60515,                0.98345,                0.76696,                 1.3274,             0.00089134,             0.00089134,             0.00089134
                     49,                0.59229,                0.48317,                 1.0173,                0.86378,                0.74515,                 0.8117,                0.59057,                0.96982,                 0.7888,                 1.3205,             0.00087484,             0.00087484,             0.00087484
                     50,                 0.5855,                0.49212,                 1.0084,                0.86035,                0.72647,                0.81866,                0.60407,                0.97533,                0.85201,                  1.341,             0.00085834,             0.00085834,             0.00085834
                     51,                0.56342,                0.49175,                  1.008,                0.85621,                0.75178,                0.81914,                0.61165,                0.93286,                0.86347,                 1.3042,             0.00084184,             0.00084184,             0.00084184
                     52,                0.55495,                0.46024,                 1.0002,                0.84107,                 0.7428,                0.82028,                0.60568,                 0.9312,                0.80224,                 1.3144,             0.00082533,             0.00082533,             0.00082533
                     53,                0.56994,                0.47608,                  1.024,                0.87642,                0.76585,                0.83332,                0.62483,                0.94647,                0.75135,                  1.317,             0.00080883,             0.00080883,             0.00080883
                     54,                 0.5354,                0.44566,                 1.0058,                0.85957,                0.72859,                0.81928,                0.59232,                  1.022,                0.81159,                 1.3912,             0.00079233,             0.00079233,             0.00079233
                     55,                0.57436,                0.47114,                 1.0227,                0.87316,                0.75009,                0.81885,                0.59318,                0.96093,                0.76749,                 1.3312,             0.00077582,             0.00077582,             0.00077582
                     56,                0.54871,                 0.4464,                0.99448,                0.84521,                0.75844,                0.83504,                0.61776,                 0.9435,                0.73202,                 1.3054,             0.00075932,             0.00075932,             0.00075932
                     57,                0.55657,                0.43921,                 1.0071,                0.85476,                0.78083,                0.84765,                0.63151,                 0.8888,                0.67785,                 1.2571,             0.00074282,             0.00074282,             0.00074282
                     58,                0.53871,                0.43741,                0.99518,                 0.8312,                0.74674,                0.82721,                0.61722,                0.93648,                 0.7053,                 1.3097,             0.00072631,             0.00072631,             0.00072631
                     59,                0.52251,                0.43297,                0.98663,                0.77075,                0.79202,                0.82966,                0.61483,                0.89423,                0.76272,                 1.2801,             0.00070981,             0.00070981,             0.00070981
                     60,                0.52856,                0.44278,                  0.988,                0.86576,                0.72714,                0.82265,                0.60505,                 0.9319,                0.76119,                  1.317,             0.00069331,             0.00069331,             0.00069331
                     61,                 0.5539,                0.45024,                  1.018,                0.81837,                0.75995,                0.83128,                0.61314,                0.93309,                0.77198,                 1.3327,              0.0006768,              0.0006768,              0.0006768
                     62,                0.53118,                0.43126,                0.98805,                0.83707,                0.76963,                0.83227,                0.61884,                0.90852,                 0.8025,                 1.2991,              0.0006603,              0.0006603,              0.0006603
                     63,                0.53186,                 0.4579,                0.99409,                0.91024,                0.71899,                0.83099,                0.62237,                0.90923,                0.78123,                 1.2875,              0.0006438,              0.0006438,              0.0006438
                     64,                0.52881,                0.42944,                0.99105,                0.82901,                0.80833,                0.83258,                0.62092,                0.92677,                0.76483,                 1.3143,             0.00062729,             0.00062729,             0.00062729
                     65,                0.50354,                0.42149,                0.98795,                0.83382,                0.80322,                0.83305,                0.62953,                0.90695,                0.77175,                  1.324,             0.00061079,             0.00061079,             0.00061079
                     66,                0.50705,                 0.4074,                0.99212,                0.85704,                0.75316,                0.83298,                0.62953,                0.92559,                0.79892,                 1.3583,             0.00059429,             0.00059429,             0.00059429
                     67,                0.50224,                0.41956,                0.98534,                0.82991,                0.77693,                 0.8328,                0.62649,                0.90543,                0.77443,                 1.3492,             0.00057778,             0.00057778,             0.00057778
                     68,                 0.5213,                0.42893,                0.97946,                0.83526,                0.77337,                0.82418,                0.61327,                0.91827,                0.77196,                 1.3224,             0.00056128,             0.00056128,             0.00056128
                     69,                0.51331,                0.42893,                0.98497,                0.88533,                0.73907,                0.84218,                0.61644,                0.93193,                0.74989,                 1.3299,             0.00054478,             0.00054478,             0.00054478
                     70,                0.52335,                0.42032,                 1.0014,                0.88605,                 0.7428,                0.85289,                0.62708,                0.90353,                0.75643,                 1.2942,             0.00052827,             0.00052827,             0.00052827
                     71,                0.48851,                0.40582,                0.97733,                0.85219,                0.77861,                0.84749,                0.63436,                0.88541,                0.71269,                 1.2814,             0.00051177,             0.00051177,             0.00051177
                     72,                0.51694,                0.41608,                0.99321,                0.84697,                0.77488,                0.83777,                0.62282,                0.91174,                0.73974,                 1.3156,             0.00049527,             0.00049527,             0.00049527
                     73,                0.50909,                 0.4094,                0.99083,                0.84857,                0.74805,                0.83239,                0.62724,                0.91438,                0.78099,                 1.3145,             0.00047876,             0.00047876,             0.00047876
                     74,                0.48017,                0.38471,                 0.9659,                0.87375,                0.76146,                0.84224,                0.64365,                0.90616,                0.74369,                 1.3064,             0.00046226,             0.00046226,             0.00046226
                     75,                 0.4861,                0.39229,                0.97645,                0.87495,                0.76604,                0.84839,                0.64255,                0.90118,                0.71545,                 1.2997,             0.00044576,             0.00044576,             0.00044576
                     76,                0.49159,                0.39839,                0.99116,                0.85585,                0.79051,                 0.8489,                0.63689,                0.91549,                0.72365,                  1.323,             0.00042925,             0.00042925,             0.00042925
                     77,                0.50556,                0.42449,                0.98773,                0.88719,                0.75042,                0.84808,                0.63528,                0.91744,                0.71899,                 1.3292,             0.00041275,             0.00041275,             0.00041275
                     78,                0.46823,                0.37892,                0.96718,                0.85927,                0.76373,                0.84593,                0.62848,                0.91271,                0.71806,                 1.3164,             0.00039625,             0.00039625,             0.00039625
                     79,                 0.4917,                 0.3989,                  0.973,                0.88367,                0.74654,                0.84097,                0.63097,                0.90435,                0.72956,                 1.2956,             0.00037974,             0.00037974,             0.00037974
                     80,                0.47102,                0.38077,                0.95916,                0.82064,                0.79202,                0.83485,                0.63205,                0.89175,                0.74245,                  1.302,             0.00036324,             0.00036324,             0.00036324
                     81,                0.46253,                0.37827,                0.97785,                0.88819,                0.73573,                0.83336,                0.63526,                0.89224,                0.75443,                 1.3085,             0.00034674,             0.00034674,             0.00034674
                     82,                0.45986,                0.37268,                0.95391,                0.87825,                0.75844,                0.83895,                0.63438,                0.89223,                0.77506,                 1.2904,             0.00033023,             0.00033023,             0.00033023
                     83,                0.47339,                0.38391,                0.96358,                0.89068,                0.73759,                0.83848,                0.63527,                0.89379,                0.78644,                  1.283,             0.00031373,             0.00031373,             0.00031373
                     84,                0.48443,                0.38821,                0.96268,                0.85946,                 0.7659,                0.83834,                 0.6359,                0.88373,                0.76318,                 1.2713,             0.00029723,             0.00029723,             0.00029723
                     85,                0.47426,                 0.3845,                0.97156,                0.85313,                0.77946,                0.83578,                0.63405,                0.87073,                0.76301,                 1.2619,             0.00028072,             0.00028072,             0.00028072
                     86,                0.48058,                0.37857,                 0.9894,                 0.8784,                0.76283,                0.83458,                0.64303,                0.84785,                0.76162,                  1.247,             0.00026422,             0.00026422,             0.00026422
                     87,                0.46344,                 0.3742,                0.96559,                0.89423,                0.74973,                0.83646,                0.64274,                0.85073,                0.75563,                 1.2371,             0.00024772,             0.00024772,             0.00024772
                     88,                0.45213,                0.36837,                 0.9664,                0.90639,                0.75953,                0.83623,                0.64373,                0.85541,                0.73299,                 1.2582,             0.00023121,             0.00023121,             0.00023121
                     89,                0.42941,                0.36795,                0.95081,                0.87552,                0.77956,                0.83234,                0.64527,                0.85764,                0.71342,                 1.2608,             0.00021471,             0.00021471,             0.00021471
                     90,                0.46374,                0.38054,                0.96373,                0.84661,                0.78431,                0.83178,                0.64334,                0.85253,                0.72416,                 1.2542,             0.00019821,             0.00019821,             0.00019821
                     91,                0.45149,                 0.3929,                0.92225,                0.84262,                0.78464,                0.83207,                0.64001,                0.85872,                0.74286,                 1.2572,              0.0001817,              0.0001817,              0.0001817
                     92,                0.42131,                0.33128,                0.91729,                0.88774,                0.76699,                0.84127,                0.64341,                0.86251,                0.78129,                 1.2426,              0.0001652,              0.0001652,              0.0001652
                     93,                0.42333,                0.32208,                0.90495,                0.88049,                 0.7725,                0.83306,                0.64166,                0.85087,                0.78307,                  1.234,              0.0001487,              0.0001487,              0.0001487
                     94,                0.42008,                0.33409,                0.91724,                0.88745,                0.75985,                0.83722,                0.64817,                0.84119,                0.73475,                 1.2535,             0.00013219,             0.00013219,             0.00013219
                     95,                0.42946,                0.31557,                0.89881,                 0.8492,                0.79776,                0.84011,                0.64809,                0.84623,                0.72648,                 1.2759,             0.00011569,             0.00011569,             0.00011569
                     96,                0.41432,                0.31392,                0.90224,                0.84529,                0.79202,                0.83397,                0.64757,                0.84758,                0.72138,                 1.2752,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.40239,                0.30411,                0.89119,                0.85319,                0.79453,                 0.8332,                0.64626,                 0.8544,                0.72839,                 1.2708,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.40359,                0.30243,                0.90146,                0.86014,                0.78456,                0.83898,                0.64585,                0.86176,                0.73144,                 1.2676,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.38644,                0.30176,                0.89461,                0.88606,                0.77337,                 0.8479,                0.64633,                0.86183,                0.72937,                 1.2646,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.40256,                0.31061,                0.90749,                0.89105,                0.77337,                0.85026,                0.65012,                0.85412,                0.71791,                 1.2606,             3.3173e-05,             3.3173e-05,             3.3173e-05
